user_idx,item_idx,weight,raw_playtime
68,132,0.89339497,260
68,135,0.84072132,187
68,140,0.82073995,165
68,143,0.89764423,267
68,146,0.87654746,234
68,148,0.93347038,334
68,154,0.78515541,132
68,165,0.74411508,102
68,166,0.84493552,192
68,171,0.80764695,152
68,174,0.87309460,229
68,175,0.81482939,159
68,182,0.80339367,148
68,183,0.89943147,270
68,184,0.72598227,91
68,196,0.81879384,163
68,197,0.91521771,298
68,199,0.87379114,230
68,200,0.82073995,165
68,206,0.58819221,38
68,207,0.86449154,217
68,208,0.63126253,50
68,210,0.85225308,201
68,213,0.86001073,211
68,214,1.00000000,506
68,217,0.78515541,132
68,219,0.77129526,121
68,223,0.94547123,360
68,235,0.73113412,94
68,236,0.88323810,244
68,237,0.88519210,247
68,238,0.86226676,214
68,239,0.83104128,176
68,243,0.88903018,253
68,256,0.91575378,299
68,257,0.91251019,293
68,288,0.88583819,248
68,290,0.92761373,322
68,299,0.85145630,200
68,302,0.85065554,199
68,311,0.89400894,261
68,314,0.86076627,212
68,315,0.97687865,438
68,319,0.86076627,212
68,321,0.83813865,184
68,323,0.83551377,181
68,326,0.84493552,192
68,333,0.95910718,392
68,334,0.90751853,284
68,335,0.85695250,207
68,339,0.98885518,472
68,340,0.83639351,182
68,345,0.86076627,212
68,364,0.83813865,184
68,365,0.83986504,186
68,371,0.87517521,232
68,390,0.88389208,245
68,409,0.67507188,66
68,421,0.85145630,200
69,0,0.32133713,5
69,11,0.65237076,37
69,17,0.50811320,16
69,21,0.71203877,52
69,53,0.37293051,7
69,101,0.67866287,43
69,141,0.84622345,111
69,153,0.28863928,4
69,159,0.54600973,20
69,163,0.83293280,103
69,186,0.34898277,6
69,189,1.00000000,263
69,190,0.68269319,44
69,216,0.12431017,1
69,684,0.92728321,175
70,0,0.76948553,185
70,4,0.93896613,587
70,41,1.00000000,889
70,87,0.99933672,885
70,94,0.76789364,183
70,132,0.77339157,190
70,166,0.77943340,198
70,171,0.73077349,142
70,183,0.81823691,258
70,184,0.77943340,198
70,200,0.75624075,169
70,206,0.72553276,137
70,217,0.77943340,198
70,219,0.77943340,198
70,235,0.78017149,199
70,236,0.77943340,198
70,237,0.72553276,137
70,239,0.72553276,137
70,288,0.72553276,137
70,314,0.78017149,199
70,319,0.77184157,188
70,683,0.62131794,67
71,0,0.94860328,409
71,11,0.58554099,40
71,53,0.80508479,164
71,87,0.83541721,199
71,112,0.96432908,452
71,171,0.96708934,460
71,184,0.94821823,408
71,196,0.94821823,408
71,200,0.94783224,407
71,206,0.94666858,404
71,235,1.00000000,567
71,236,0.85258093,222
71,288,0.89345919,288
71,290,0.88847079,279
71,324,0.94470985,399
72,0,0.79011096,96
72,14,0.56271484,25
72,21,0.78832117,95
72,41,0.84974348,136
72,53,0.81183294,109
72,56,0.82686091,119
72,87,0.72096995,64
72,127,0.27797046,4
72,132,0.80705716,106
72,141,0.80543544,105
72,153,0.63711655,39
72,157,0.23943072,3
72,158,0.23943072,3
72,159,0.11971536,1
72,171,0.73376934,69
72,184,0.75465940,78
72,186,0.48933210,16
72,200,0.73863481,71
72,218,0.47886145,15
72,235,0.80866381,107
72,256,0.89592772,178
72,309,0.23943072,3
72,354,1.00000000,326
72,431,0.23943072,3
72,684,0.23943072,3
73,0,0.92836635,226
73,41,0.95420668,263
73,53,0.96427599,279
73,84,0.97947148,305
73,87,1.00000000,344
73,112,0.89335435,184
73,155,0.95614036,266
73,186,0.23723519,3
73,196,0.93860790,240
73,235,0.92222654,218
74,0,0.99358074,572
74,20,0.77085694,137
74,41,0.95716154,453
74,52,0.84239125,217
74,53,0.97929641,522
74,132,0.99303372,570
74,171,0.87929815,275
74,196,0.97566497,510
74,206,0.86001870,243
74,235,1.00000000,596
74,236,0.96878016,488
74,239,0.85743273,239
74,311,0.94386177,416
74,315,0.85612353,237
74,334,0.86444377,250
75,0,0.81007156,171
75,41,0.81809794,180
75,53,0.81007156,171
75,84,0.85716402,231
75,87,0.91638445,337
75,132,0.81007156,171
75,135,0.96893617,471
75,140,0.84808906,218
75,154,0.88334927,273
75,166,0.91213727,328
75,171,0.88731922,280
75,182,1.00000000,574
75,206,0.85716402,231
75,208,0.60921869,47
75,256,0.99499481,556
75,315,0.91498142,334
76,11,0.56145980,27
76,15,0.37022136,8
76,16,0.27118224,4
76,21,0.44466797,13
76,41,1.00000000,377
76,47,0.23358367,3
76,52,0.94516795,272
76,56,0.11679183,1
76,121,0.11679183,1
76,135,0.11679183,1
76,140,0.11679183,1
76,141,0.92416086,240
76,144,0.27118224,4
76,153,0.91774802,231
76,157,0.11679183,1
76,159,0.56145980,27
76,186,0.37022136,8
76,189,0.70846968,66
76,190,0.37022136,8
76,218,0.46716734,15
76,223,0.11679183,1
76,307,0.70846968,66
77,41,1.00000000,1602
77,56,0.76784677,288
77,57,0.62267600,98
77,65,0.84666048,516
77,84,0.72964275,217
77,87,0.60516677,86
77,112,0.74928248,251
77,135,0.80096088,368
77,140,0.74153705,237
77,154,0.77290878,299
77,166,0.75660903,265
77,171,0.76548182,283
77,182,0.72776500,214
77,184,0.72901972,216
77,200,0.73392553,224
77,206,0.73271562,222
77,219,0.73271562,222
77,256,0.88983737,710
77,315,0.87830626,652
78,0,0.85156898,170
78,3,0.26655719,4
78,6,0.72367361,78
78,14,0.29675352,5
78,16,0.91380769,248
78,41,0.74890448,91
78,57,1.00000000,418
78,64,0.89994007,228
78,65,0.95843344,325
78,216,0.79967157,124
78,218,0.83422661,153
78,683,0.57909611,32
79,0,0.20106993,2
79,53,1.00000000,235
79,112,0.12686100,1
79,132,0.35614386,6
79,154,0.12686100,1
79,171,0.42142313,9
79,184,0.35614386,6
79,200,0.12686100,1
79,206,0.12686100,1
79,216,0.40213986,8
79,217,0.45479194,11
79,218,0.12686100,1
79,236,0.12686100,1
79,239,0.12686100,1
79,288,0.12686100,1
79,290,0.48300486,13
80,1,0.82246325,1649
80,84,0.52081330,108
80,87,0.63209369,296
80,112,0.54780411,138
80,141,0.57893977,183
80,154,0.23085067,7
80,159,1.00000000,8165
80,206,0.61646573,257
80,324,0.65798188,374
81,0,0.87991522,590
81,11,1.00000000,1411
81,41,0.49020606,34
81,94,0.88291520,603
81,132,0.85519629,493
81,166,0.84949802,473
81,183,0.89659493,666
81,197,0.84685490,464
81,237,0.85491690,492
81,243,0.09557009,1
81,319,0.85575338,495
81,340,0.84655807,463
81,371,0.84891502,471
82,0,0.53104764,79
82,11,0.41218322,29
82,14,0.61950994,165
82,16,0.55439861,96
82,20,0.57711681,116
82,41,0.58317745,122
82,56,0.27904494,9
82,73,0.68501205,284
82,101,0.52952324,78
82,112,0.56741662,107
82,154,0.68628104,287
82,159,1.00000000,3833
82,171,0.69904943,319
82,186,0.90829999,1798
82,216,0.75741999,517
82,218,0.81352758,822
82,243,0.66468981,240
82,684,0.77782675,612
83,0,0.80623557,122
83,41,1.00000000,390
83,53,0.86143667,170
83,84,0.84170324,151
83,87,0.81421520,128
83,112,0.55218602,26
83,140,0.67737466,56
83,166,0.86143667,170
83,182,0.67737466,56
83,183,0.86143667,170
83,184,0.86143667,170
83,196,0.67737466,56
83,208,0.67737466,56
83,235,0.83723523,147
83,237,0.86143667,170
83,238,0.80623557,122
83,299,0.67737466,56
83,319,0.83609936,146
83,323,0.80623557,122
83,326,0.80623557,122
83,340,0.83495574,145
83,365,0.67737466,56
83,371,0.83495574,145
84,0,0.78803668,144
84,41,0.98213522,493
84,53,0.80656555,162
84,84,0.87173705,245
84,87,0.83331621,192
84,112,0.86177501,230
84,132,0.78912496,145
84,140,0.82489166,182
84,146,0.82915996,187
84,154,0.85548236,221
84,175,0.79445692,150
84,182,0.80362409,159
84,184,0.82315160,180
84,196,0.80263133,158
84,200,0.80263133,158
84,206,0.86583534,236
84,208,0.78472623,141
84,214,0.85187528,216
84,217,1.00000000,552
84,219,0.84892926,212
84,235,0.83083557,189
84,239,0.90210143,297
84,243,0.83331621,192
84,258,0.10975580,1
84,299,0.86650205,237
85,0,0.76850711,158
85,16,0.90875696,400
85,53,0.77412301,164
85,56,1.00000000,731
85,57,0.92420064,443
85,66,0.80328891,199
85,67,0.82315438,227
85,72,0.81773909,219
85,83,0.84652549,265
85,84,0.81354678,213
85,87,0.80328891,199
85,112,0.82902397,236
85,132,0.76945766,159
85,135,0.80328891,199
85,140,0.90570170,392
85,154,0.82381789,228
85,165,0.97531143,621
85,166,0.81635449,217
85,175,0.84652549,265
85,182,0.76850711,158
85,184,0.82838290,235
85,196,0.90297689,385
85,200,0.76850711,158
85,206,0.76850711,158
85,208,0.76850711,158
85,217,0.81565743,216
85,219,0.83156147,240
85,235,0.83093106,239
85,238,0.82644328,232
85,243,0.89980165,377
85,334,0.85538126,281
86,16,0.87122493,60
86,19,0.99424584,108
86,21,0.37973083,5
86,41,0.95599461,90
86,57,0.96952677,96
86,83,0.73449968,31
86,87,0.91782015,75
86,171,0.14689994,1
86,190,0.73449968,31
86,218,1.00000000,111
86,236,0.14689994,1
86,315,0.14689994,1
86,683,0.50819028,10
87,3,0.61931320,307
87,14,0.34789835,24
87,15,0.11873879,2
87,67,0.67232574,502
87,73,0.49987030,101
87,74,0.45117070,64
87,127,0.89190198,3835
87,141,0.85410638,2703
87,153,0.86630219,3026
87,159,1.00000000,10428
87,163,0.82857064,2134
87,216,0.73675759,912
87,218,0.55315636,166
87,684,0.75787433,1109
88,1,1.00000000,578
88,20,0.47860048,20
88,41,0.63830372,57
88,54,0.86544093,245
88,57,0.80642270,168
88,73,0.98097455,512
88,83,0.84499651,215
88,84,0.78662292,148
88,85,0.46286731,18
88,87,0.73010062,103
88,112,0.85757927,233
88,135,0.82064260,184
88,140,0.62113753,51
88,154,0.88691067,281
88,162,0.81979057,183
88,171,0.84859394,220
88,190,0.52382425,27
88,200,0.82149005,185
88,206,0.84572261,216
88,219,0.85622990,231
88,236,0.82064260,184
88,256,0.88409843,276
88,288,0.88409843,276
88,306,0.40321135,12
88,684,0.10896309,1
89,0,0.79031851,153
89,11,0.49864967,23
89,16,0.81392210,178
89,17,0.32627290,7
89,20,0.30532128,6
89,41,0.89856589,306
89,48,0.91596384,342
89,52,0.70777235,90
89,53,0.81738973,182
89,54,0.75505145,122
89,55,0.88799596,286
89,56,0.83366380,202
89,57,0.84556744,218
89,63,0.87067278,256
89,66,0.83288896,201
89,67,0.85529028,232
89,68,0.82815783,195
89,71,0.92398909,360
89,74,0.81037609,174
89,83,0.84340322,215
89,84,0.85393765,230
89,85,0.21751527,3
89,87,0.83211028,200
89,93,0.81479622,179
89,94,0.82735525,194
89,101,0.82245159,188
89,104,0.84484935,217
89,105,0.83288896,201
89,112,0.85927958,238
89,121,0.84047034,211
89,132,0.94472324,411
89,135,0.83288896,201
89,140,0.81479622,179
89,143,0.88689872,284
89,146,0.82078238,186
89,147,0.84412795,216
89,148,0.90702235,323
89,154,0.85461542,231
89,155,0.79234311,155
89,157,0.84556744,218
89,161,0.84267512,214
89,165,0.83288896,201
89,166,0.70777235,90
89,168,0.88799596,286
89,171,0.85119690,226
89,175,0.80114377,164
89,176,0.70777235,90
89,182,0.79729317,160
89,183,0.81566549,180
89,184,0.80397095,167
89,193,0.87309606,260
89,196,0.79533185,158
89,197,0.81566549,180
89,199,1.00000000,585
89,200,0.79826472,161
89,201,0.87488927,263
89,206,0.78929633,152
89,207,0.81652998,181
89,208,0.79826472,161
89,210,0.84412795,216
89,213,0.81215911,176
89,214,0.85862170,237
89,216,0.87724878,267
89,217,0.79631558,159
89,218,0.85461542,231
89,219,0.79533185,158
89,223,0.93611288,389
89,235,0.80209184,165
89,236,0.87369608,261
89,237,0.87249374,259
89,238,0.84267512,214
89,239,0.88356021,278
89,243,0.84267512,214
89,256,0.84840742,222
89,257,0.82815783,195
89,288,0.88799596,286
89,299,0.68755794,79
89,307,0.85993471,239
89,311,0.88908557,288
89,312,0.86380909,245
89,314,0.71452195,94
89,315,0.79031851,153
89,319,0.70948716,91
89,320,0.84047034,211
89,321,0.70777235,90
89,323,0.71616494,95
89,326,0.70948716,91
89,328,0.78723177,150
89,331,0.84120872,212
89,333,0.80947692,173
89,339,0.70777235,90
89,340,0.71452195,94
89,345,0.70948716,91
89,354,0.88014912,272
89,364,0.70948716,91
89,365,0.70777235,90
89,371,0.86188386,242
89,372,0.84047034,211
89,373,0.88412159,279
89,375,0.78826745,151
89,390,0.79729317,160
89,394,0.86252823,243
89,396,0.84047034,211
89,402,0.78826745,151
89,406,0.70777235,90
89,416,0.81652998,181
89,421,0.83132771,199
90,41,0.97537335,291
90,84,0.94167712,239
90,87,0.85271029,142
90,135,0.90153768,189
90,166,0.92672692,219
90,182,0.92982284,223
90,183,0.96063700,267
90,184,0.92594415,218
90,197,0.97300340,287
90,208,0.92277689,214
90,237,0.94937701,250
90,238,0.92277689,214
90,256,1.00000000,336
90,319,0.92905408,222
90,326,0.93951585,236
90,340,0.92277689,214
90,371,0.98453920,307
91,41,0.97152819,124
91,84,0.99288920,138
91,87,0.98997299,136
91,154,0.98096187,130
91,171,0.96828272,122
91,196,0.97941998,129
91,216,0.97313151,125
91,218,0.96991200,123
91,243,1.00000000,143
91,299,0.98551787,133
92,11,0.84985462,1718
92,16,0.45076631,51
92,101,0.84641876,1667
92,159,1.00000000,6409
92,186,0.52650279,100
92,307,0.95012746,4139
92,683,0.40229473,33
92,684,0.43677957,45
93,0,0.95865486,297
93,16,0.72195933,72
93,84,0.88815293,195
93,87,0.72873625,75
93,135,1.00000000,380
93,154,0.72195933,72
93,184,0.89815216,207
93,186,0.76088528,91
93,190,0.73525078,78
93,196,0.87194321,177
93,200,0.79398589,111
93,206,0.91868918,234
93,218,0.84647615,152
93,239,0.89155245,199
93,256,0.93374784,256
93,288,0.97376624,325
93,290,0.72195933,72
93,371,0.72195933,72
94,41,1.00000000,417
94,57,0.96480222,337
94,84,0.87786160,199
94,87,0.91012813,242
94,135,0.95881289,325
94,140,0.79459950,120
94,184,0.85573720,174
94,206,0.91876307,255
94,217,0.91148623,244
95,0,0.45929541,35
95,41,1.00000000,2445
95,53,0.52476733,59
95,57,0.62087377,126
95,63,0.85068956,762
95,83,0.45929541,35
95,84,0.67648975,195
95,87,0.55674044,76
95,112,0.72266129,280
95,132,0.52476733,59
95,135,0.60703299,113
95,140,0.66123006,173
95,154,0.63427674,140
95,166,0.46955439,38
95,171,0.69360432,223
95,175,0.74403733,331
95,182,0.63874300,145
95,184,0.63874300,145
95,196,0.65596725,166
95,200,0.64805308,156
95,206,0.45568478,34
95,208,0.53891051,66
95,217,0.58633533,96
95,219,0.73483561,308
95,235,0.57955233,91
95,236,0.67114861,187
95,239,0.70403923,242
95,256,0.64474532,152
95,288,0.64886686,157
95,290,0.66196455,174
96,0,0.91563767,222
96,53,0.91639534,223
96,132,0.92160614,230
96,196,1.00000000,366
96,206,0.93157005,244
96,235,0.97993951,325
96,239,0.96977084,306
97,0,0.69174151,59
97,16,0.91125600,219
97,20,0.85532790,157
97,21,0.95139597,278
97,53,0.58553777,31
97,57,0.82874856,134
97,84,0.94522921,268
97,87,0.84654927,149
97,112,0.93217635,248
97,132,0.61896052,38
97,135,0.88106594,183
97,140,0.87828861,180
97,154,0.79567742,110
97,171,0.97508779,320
97,175,0.88737415,190
97,183,1.00000000,371
97,186,0.83609539,140
97,196,0.86769565,169
97,208,0.86162492,163
97,219,0.94012843,260
97,237,0.94648070,270
97,243,0.97028319,311
97,299,0.89932513,204
97,315,0.94269807,264
97,323,0.92525118,238
97,326,0.94459997,267
97,339,0.89174004,195
97,340,0.94396838,266
97,345,0.91354430,222
97,365,0.92383142,236
98,16,0.71621263,192
98,17,0.14951289,2
98,20,0.61086972,88
98,21,0.75251379,251
98,52,0.78544982,320
98,101,0.97089661,1253
98,168,0.84384276,492
98,190,0.54287079,53
98,216,0.93941147,994
98,218,0.88760787,679
98,324,1.00000000,1552
98,683,0.79683134,348
98,684,0.90680235,782
99,20,0.53330570,25
99,41,0.65889484,55
99,56,1.00000000,449
99,57,0.74712117,95
99,84,0.87833664,213
99,87,0.70671356,74
99,135,0.95315271,337
99,154,0.97573478,387
99,171,0.91938836,274
99,184,0.88360516,220
99,209,0.96392852,360
99,322,0.96573224,364
100,0,0.75128980,146
100,53,0.86361817,309
100,84,1.00000000,766
100,87,0.78752262,186
100,112,0.85409628,290
100,132,0.59192073,50
100,135,0.88188857,349
100,140,0.79382914,194
100,154,0.80209059,205
100,171,0.88486977,356
100,175,0.74922749,144
100,182,0.94435671,529
100,184,0.68556808,94
100,186,0.53524353,34
100,189,0.54360935,36
100,196,0.74713654,142
100,200,0.76404726,159
100,206,0.87840758,341
100,217,0.84989960,282
100,235,0.79227710,192
100,236,0.95662517,574
100,239,0.86313175,308
100,256,0.88059261,346
100,288,0.84226157,268
100,290,0.84989960,282
100,311,0.90085784,396
100,315,0.83123401,249
100,333,0.86067581,303
100,334,0.85043063,283
100,364,0.84503414,273
101,0,0.91022089,223
101,53,0.90871239,221
101,84,0.90871239,221
101,87,1.00000000,381
101,112,0.93069773,252
101,132,0.90946833,222
101,135,0.98286476,344
101,140,0.91539658,230
101,175,0.89694559,206
101,196,0.93069773,252
101,200,0.91319790,227
101,206,0.89366360,202
101,208,0.90871239,221
101,219,0.90946833,222
101,235,0.91022089,223
101,236,0.96378375,307
101,239,0.94954542,282
101,288,0.94895003,281
101,290,0.99733720,375
102,0,0.89562582,155
102,1,0.12293430,1
102,10,0.12293430,1
102,14,0.12293430,1
102,15,0.12293430,1
102,16,0.92393729,182
102,17,0.12293430,1
102,41,0.92393729,182
102,55,1.00000000,280
102,57,0.81135566,96
102,67,0.95251866,214
102,101,0.94320423,203
102,155,0.89788517,157
102,159,0.57088921,24
102,200,0.88628910,147
102,216,0.97926811,249
102,218,0.95659600,219
102,306,0.12293430,1
102,307,0.94493456,205
102,324,0.74573042,66
102,354,0.89675909,156
103,41,0.58065493,441
103,57,0.41028558,73
103,83,0.51629050,224
103,84,0.51195679,214
103,87,0.41028558,73
103,112,0.59392148,507
103,135,0.56549207,376
103,154,0.54591253,306
103,159,1.00000000,35968
103,171,0.53611022,276
103,184,0.51195679,214
103,200,0.51195679,214
103,206,0.51239913,215
103,223,0.57601478,420
103,236,0.51195679,214
103,239,0.53949090,286
103,256,0.55105015,323
103,288,0.53645374,277
103,290,0.54211169,294
103,311,0.53611022,276
103,312,0.51239913,215
103,315,0.53576547,275
103,364,0.51283944,216
103,371,0.51239913,215
104,0,0.62699052,43
104,11,0.48785486,18
104,41,0.94993934,308
104,53,0.56896658,30
104,84,0.99558142,406
104,101,0.88195284,204
104,112,0.90029637,228
104,132,0.63071398,44
104,135,0.77422636,106
104,140,0.97105530,350
104,154,0.99187647,397
104,166,0.84598810,164
104,175,0.95881289,325
104,182,0.84698923,165
104,183,1.00000000,417
104,196,0.95259890,313
104,197,0.98377176,378
104,206,0.97386362,356
104,217,0.95932035,326
104,219,0.95932035,326
104,235,0.96332506,334
104,237,0.98464380,380
104,239,0.98420836,379
104,288,0.98464380,380
104,306,0.62699052,43
104,314,0.96183462,331
104,319,0.96332506,334
104,326,0.96529170,338
104,340,0.97386362,356
105,87,1.00000000,329
105,112,0.94218736,235
105,135,0.97949334,292
105,154,0.97411346,283
105,171,0.97411346,283
105,175,0.90928010,194
105,184,0.93472123,225
105,196,0.92123623,208
105,200,0.92123623,208
105,206,0.91450598,200
106,0,0.63397184,35
106,1,0.90962820,170
106,14,0.24525378,3
106,53,0.63397184,35
106,84,0.91270503,173
106,87,0.76616393,75
106,112,0.89675611,158
106,132,0.99623575,278
106,135,0.75659873,71
106,184,1.00000000,284
107,0,0.55920671,34
107,41,0.83256309,198
107,57,0.73497087,106
107,84,0.83800068,205
107,87,0.68524959,77
107,112,0.79825412,159
107,135,1.00000000,576
107,154,0.84102551,209
107,155,0.95556728,434
107,171,0.85464876,228
107,182,0.89233470,290
107,184,0.96773912,469
107,200,0.75300574,119
107,206,0.74493802,113
107,216,0.81144751,173
107,218,0.77837098,140
107,223,0.91068006,326
107,236,0.72432910,99
107,239,0.77612399,138
107,256,0.79018640,151
107,288,0.84905578,220
107,290,0.85804600,233
107,306,0.34559281,8
107,311,0.80213793,163
107,315,0.79018640,151
107,371,0.98781876,533
108,11,0.91358153,806
108,17,0.85645144,530
108,48,0.97876505,1300
108,56,0.78860021,322
108,67,0.79276186,332
108,91,0.97834475,1296
108,120,0.92648288,886
108,141,0.70099264,169
108,152,0.45481746,27
108,159,0.93512824,944
108,173,0.09460867,1
108,186,0.61718553,91
108,189,0.83048222,438
108,307,1.00000000,1519
108,322,0.59639232,78
108,324,0.91692298,826
108,684,0.74284355,230
109,0,0.72939387,147
109,16,0.60002378,60
109,17,0.48106085,26
109,41,0.70590445,125
109,53,0.73613910,154
109,56,0.67506174,101
109,74,0.69383475,115
109,84,0.16035362,2
109,87,0.56805069,48
109,112,0.78988469,223
109,132,0.75301650,173
109,135,0.69999432,120
109,140,0.78923162,222
109,166,0.75301650,173
109,171,0.84420801,324
109,175,0.73037677,148
109,184,0.78658973,218
109,186,0.36269735,11
109,190,0.23491380,4
109,200,0.79995490,239
109,206,0.69878303,119
109,217,0.70590445,125
109,235,0.79310689,228
109,256,0.70356903,123
109,307,0.95409651,689
109,354,0.83349480,301
109,683,1.00000000,944
110,0,0.28109824,7
110,1,0.66208842,133
110,21,0.31126272,9
110,53,0.57236516,68
110,94,0.64604038,118
110,159,1.00000000,1631
110,186,0.63540943,109
110,189,0.60828283,89
110,190,0.70347596,181
111,0,0.40174845,28
111,1,0.82710292,1024
111,10,0.86782764,1441
111,14,0.80349690,840
111,41,0.82779927,1030
111,47,0.55062507,100
111,56,0.19202031,4
111,113,0.47811062,54
111,130,0.46910189,50
111,186,0.19202031,4
111,190,0.24809594,7
111,218,0.80931125,882
111,234,0.30602135,12
111,324,1.00000000,4365
112,0,0.87758858,377
112,1,0.36744138,11
112,14,0.53788728,37
112,41,0.84242516,297
112,53,0.73692236,145
112,57,0.78854533,206
112,72,0.77742210,191
112,74,0.82168421,258
112,83,0.73692236,145
112,84,1.00000000,864
112,87,0.77352031,186
112,101,0.77352031,186
112,104,0.86450874,345
112,112,0.79552159,216
112,132,0.73793172,146
112,141,0.57548070,48
112,154,0.78854533,206
112,159,0.65693168,84
112,168,0.99723923,848
112,186,0.10249518,1
112,190,0.10249518,1
112,216,0.81466933,246
112,218,0.79889006,221
112,243,0.77742210,191
113,0,0.42798485,106
113,16,0.48886563,207
113,21,0.16410742,5
113,53,0.45128765,137
113,55,0.56790524,492
113,56,0.54690846,391
113,57,0.55235105,415
113,64,0.55079676,408
113,84,0.51803284,285
113,87,0.42538022,103
113,104,0.44859363,133
113,112,0.51139297,265
113,132,0.46820746,165
113,135,0.39543916,74
113,140,0.37947011,62
113,143,0.66097913,1361
113,148,0.66251289,1384
113,154,0.54852956,398
113,155,0.48708713,203
113,166,0.40019816,78
113,171,0.52600222,311
113,182,0.55279033,417
113,183,0.60862453,768
113,186,0.20124401,8
113,201,0.54806931,396
113,206,0.94355460,29789
113,207,0.53086150,328
113,208,0.56659545,485
113,219,0.56678372,486
113,239,0.94786357,31224
113,243,0.96014064,35703
113,288,0.94156231,29148
113,299,0.59223483,642
113,323,0.43848684,119
113,345,1.00000000,55171
114,0,0.64037122,40
114,53,0.60294045,32
114,56,0.80578620,106
114,83,0.86288435,148
114,87,0.75564005,79
114,105,0.78160494,92
114,112,0.83121306,123
114,135,0.83533535,126
114,154,0.96411410,267
114,182,0.94291650,236
114,196,0.82981677,122
114,206,0.77974070,91
114,236,0.85214062,139
114,290,0.91957813,206
114,311,1.00000000,329
114,315,0.84068278,130
115,0,0.75270449,494
115,16,0.62930651,178
115,41,1.00000000,3800
115,55,0.73702920,434
115,56,0.76767219,559
115,57,0.65097214,213
115,82,0.82441947,893
115,87,0.64575972,204
115,101,0.84508161,1059
115,135,0.64810404,208
115,154,0.65097214,213
115,157,0.60458508,145
115,186,0.32015663,13
115,189,0.54453788,88
115,216,0.67917126,269
115,218,0.66488244,239
116,0,0.76850119,172
116,41,1.00000000,816
116,53,0.78862983,197
116,57,0.70097425,109
116,63,0.76323729,166
116,83,0.53440379,35
116,87,0.64583454,75
116,112,0.80366266,218
116,140,0.80434206,219
116,154,0.79811306,210
116,190,0.34338041,9
116,196,0.72003782,124
116,200,0.72122610,125
116,239,0.31010341,7
116,288,0.72003782,124
116,290,0.85158580,301
117,84,0.91562589,194
117,112,0.93338602,215
117,135,0.98091172,283
117,154,1.00000000,316
117,206,0.82692397,116
117,239,0.91562589,194
117,243,0.90835177,186
117,256,0.98926735,297
117,339,0.87122164,150
117,345,0.83840877,124
117,364,0.84116508,126
118,14,0.81846355,538
118,21,0.36078942,15
118,41,0.98711803,1969
118,141,0.70764245,229
118,159,0.87385455,824
118,186,0.74308231,301
118,190,0.20943177,4
118,216,0.93629013,1332
118,218,1.00000000,2174
119,0,0.46375695,33
119,1,0.84473082,615
119,10,0.80048085,439
119,11,0.74009687,277
119,14,0.94535892,1323
119,15,0.78662473,395
119,16,0.68293353,179
119,20,0.36462729,15
119,21,0.68653681,184
119,41,0.61453071,106
119,52,0.60952014,102
119,53,0.76501699,335
119,55,0.77590433,364
119,56,0.70751835,216
119,101,1.00000000,2005
119,120,0.99041523,1864
119,159,0.85118795,646
119,168,0.74923329,297
119,182,0.73379862,264
119,186,0.64412224,133
119,189,0.51181911,48
119,196,0.70691091,215
119,199,0.72240073,242
119,218,0.60431109,98
119,243,0.70445268,211
119,307,0.72613559,249
119,319,0.81517121,491
119,339,0.70003701,204
119,345,0.70003701,204
119,371,0.78360135,386
119,684,0.68220087,178
120,1,0.95264195,201
120,11,0.76750680,71
120,21,0.81149741,91
120,41,0.86793758,125
120,47,0.55473026,21
120,84,0.81343758,92
120,87,0.78641520,79
120,112,0.86361295,122
120,121,0.96299851,213
120,135,1.00000000,262
120,154,0.90160475,151
120,171,0.92274254,170
120,184,0.81149741,91
120,186,0.47361529,13
120,200,0.88031931,134
120,206,0.80953604,90
120,218,0.88684598,139
120,236,0.81149741,91
120,256,0.90160475,151
120,288,0.91741681,165
120,290,0.83350009,103
120,311,0.90395071,153
120,315,0.90395071,153
120,364,0.85767972,118
120,371,0.86793758,125
121,0,0.69473738,93
121,16,0.73334773,120
121,53,0.89707026,352
121,84,0.87769974,310
121,87,0.91192002,388
121,112,0.87720726,309
121,132,0.82406926,218
121,140,0.97167773,574
121,154,0.88206211,319
121,166,0.84246745,246
121,184,0.80234806,189
121,196,0.91309479,391
121,199,0.66815359,78
121,200,0.95718315,522
121,206,0.92971225,436
121,208,0.77891020,162
121,217,0.86595092,287
121,219,0.80942507,198
121,235,0.88815141,332
121,236,0.84734165,254
121,239,0.90994179,383
121,290,0.92617240,426
121,311,0.86648096,288
121,315,0.84370065,248
121,333,1.00000000,691
122,0,0.71518255,35
122,53,0.71518255,35
122,87,0.84789552,69
122,112,0.92690659,103
122,132,0.71518255,35
122,135,0.85898591,73
122,140,0.80336154,55
122,154,0.91093203,95
122,175,1.00000000,149
123,0,0.70749185,186
123,10,0.74730104,250
123,11,0.80410042,381
123,14,0.40516386,19
123,16,0.59925477,83
123,17,0.62010319,97
123,41,0.62147626,98
123,43,0.59763502,82
123,48,0.70082078,177
123,53,0.72253478,208
123,54,0.44064785,25
123,56,0.70749185,186
123,57,0.24233013,5
123,63,0.68974173,163
123,68,0.70676666,185
123,69,0.74567480,247
123,71,0.78714887,336
123,72,0.75816802,271
123,73,0.44064785,25
123,74,0.64636221,118
123,87,0.28123827,7
123,90,0.29716807,8
123,91,0.80267675,377
123,93,0.72446233,211
123,101,0.70749185,186
123,104,0.71176316,192
123,117,0.21767168,4
123,130,0.18749218,3
123,142,0.35692464,13
123,155,0.21767168,4
